,index,city_name,lon,lat,date,temperature,feels_like,wind,city,name,url,score,description,gps
239,239,"Château du Haut-Kœnigsbourg, Chemin fermé suite  à travaux, Château du Haut-Kœnigsbourg, Orschwiller, Sélestat-Erstein, Bas-Rhin, Grand Est, France métropolitaine, 67600, France",48.6359541,7.34429620253195,2023-02-13 06:00:00,24.43,24.26,7.63,chateau du haut koenigsbourg,Sohana Lifestyle Apartments I Leilani's & Saskia's Home I Rust,https://www.booking.com/hotel/de/sohana-lifestyle-apartments.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4AvT8i50GwAIB0gIkZTU4MzUzNzEtOTg5YS00YjMxLWFmMzMtODI3OTdhMWJlYjhh2AIG4AIB&sid=1449f56c2ce827c6db3a5c751b61e5c2&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=db5c58fb87ff006b&srepoch=1671626360&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,9.2,"Sohana Lifestyle Apartments I Leilani's & Saskia's Home I Rust has garden views, free WiFi and free private parking. It is situated in Rust, within a 15-minute walk of the Europa Park and water park. ","48.26225250,7.72707460"
240,240,"Château du Haut-Kœnigsbourg, Chemin fermé suite  à travaux, Château du Haut-Kœnigsbourg, Orschwiller, Sélestat-Erstein, Bas-Rhin, Grand Est, France métropolitaine, 67600, France",48.6359541,7.34429620253195,2023-02-13 06:00:00,24.43,24.26,7.63,chateau du haut koenigsbourg,Laterale Residences Apartments Riquewihr,https://www.booking.com/hotel/fr/laterale-4.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4AvT8i50GwAIB0gIkZTU4MzUzNzEtOTg5YS00YjMxLWFmMzMtODI3OTdhMWJlYjhh2AIG4AIB&sid=1449f56c2ce827c6db3a5c751b61e5c2&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=db5c58fb87ff006b&srepoch=1671626360&from=searchresults#hotelTmpl,9.3,"Situated in Riquewihr in the Alsace Region, Laterale Residences Apartments Riquewihr is 200 metres from Riquewihr Christmas Market. Free WiFi is provided . ","48.16652177,7.29689996"
241,241,"Château du Haut-Kœnigsbourg, Chemin fermé suite  à travaux, Château du Haut-Kœnigsbourg, Orschwiller, Sélestat-Erstein, Bas-Rhin, Grand Est, France métropolitaine, 67600, France",48.6359541,7.34429620253195,2023-02-13 06:00:00,24.43,24.26,7.63,chateau du haut koenigsbourg,ColmarAppart Vauban,https://www.booking.com/hotel/fr/colmarappart-vauban.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4AvT8i50GwAIB0gIkZTU4MzUzNzEtOTg5YS00YjMxLWFmMzMtODI3OTdhMWJlYjhh2AIG4AIB&sid=1449f56c2ce827c6db3a5c751b61e5c2&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=db5c58fb87ff006b&srepoch=1671626360&from=searchresults#hotelTmpl,8.5,"Set in Colmar, ColmarAppart Vauban is 300 metres from Saint-Martin Collegiate Church. House of the Heads is 500 metres away. Free WiFi is featured . ","48.07856570,7.36147009"
242,242,"Château du Haut-Kœnigsbourg, Chemin fermé suite  à travaux, Château du Haut-Kœnigsbourg, Orschwiller, Sélestat-Erstein, Bas-Rhin, Grand Est, France métropolitaine, 67600, France",48.6359541,7.34429620253195,2023-02-13 06:00:00,24.43,24.26,7.63,chateau du haut koenigsbourg,At home in the center of Colmar,https://www.booking.com/hotel/fr/at-home-on-colmar.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4AvT8i50GwAIB0gIkZTU4MzUzNzEtOTg5YS00YjMxLWFmMzMtODI3OTdhMWJlYjhh2AIG4AIB&sid=1449f56c2ce827c6db3a5c751b61e5c2&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=db5c58fb87ff006b&srepoch=1671626360&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,9.2,Managed by a private host,"48.07918700,7.36248900"
243,243,"Château du Haut-Kœnigsbourg, Chemin fermé suite  à travaux, Château du Haut-Kœnigsbourg, Orschwiller, Sélestat-Erstein, Bas-Rhin, Grand Est, France métropolitaine, 67600, France",48.6359541,7.34429620253195,2023-02-13 06:00:00,24.43,24.26,7.63,chateau du haut koenigsbourg,COLMARAPPART Grand'Rue,https://www.booking.com/hotel/fr/cotoon-colmar8.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4AvT8i50GwAIB0gIkZTU4MzUzNzEtOTg5YS00YjMxLWFmMzMtODI3OTdhMWJlYjhh2AIG4AIB&sid=1449f56c2ce827c6db3a5c751b61e5c2&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=db5c58fb87ff006b&srepoch=1671626360&from=searchresults#hotelTmpl,8.5,"Located in the heart of Colmar, ideally situated between Colmar Cathedral and the main streets, COLMARAPPART Grand'Rue offers self-catering apartments and suites. ","48.07641026,7.35954888"
244,244,"Château du Haut-Kœnigsbourg, Chemin fermé suite  à travaux, Château du Haut-Kœnigsbourg, Orschwiller, Sélestat-Erstein, Bas-Rhin, Grand Est, France métropolitaine, 67600, France",48.6359541,7.34429620253195,2023-02-13 06:00:00,24.43,24.26,7.63,chateau du haut koenigsbourg,La Chambre de Bartholdi,https://www.booking.com/hotel/fr/la-chambre-de-bartholdi.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4AvT8i50GwAIB0gIkZTU4MzUzNzEtOTg5YS00YjMxLWFmMzMtODI3OTdhMWJlYjhh2AIG4AIB&sid=1449f56c2ce827c6db3a5c751b61e5c2&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=db5c58fb87ff006b&srepoch=1671626360&from=searchresults#hotelTmpl,8.3,"Boasting a shared lounge, La Chambre de Bartholdi offers accommodation in Colmar with free WiFi and city views. The property is 4 km from Colmar Expo and 28 km from Le Haut Koenigsbourg Castle. ","48.07365645,7.35590635"
245,245,"Château du Haut-Kœnigsbourg, Chemin fermé suite  à travaux, Château du Haut-Kœnigsbourg, Orschwiller, Sélestat-Erstein, Bas-Rhin, Grand Est, France métropolitaine, 67600, France",48.6359541,7.34429620253195,2023-02-13 06:00:00,24.43,24.26,7.63,chateau du haut koenigsbourg,Le Clos bartholdi,https://www.booking.com/hotel/fr/le-clos-bartholdi.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4AvT8i50GwAIB0gIkZTU4MzUzNzEtOTg5YS00YjMxLWFmMzMtODI3OTdhMWJlYjhh2AIG4AIB&sid=1449f56c2ce827c6db3a5c751b61e5c2&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=db5c58fb87ff006b&srepoch=1671626360&from=searchresults#hotelTmpl,8.5,"Offering city views, a shared lounge and free WiFi, Le Clos bartholdi offers accommodation in a prime location in Colmar, within a short distance of House of the Heads, Colmar Train Station and...","48.07366800,7.35589800"
246,246,"Château du Haut-Kœnigsbourg, Chemin fermé suite  à travaux, Château du Haut-Kœnigsbourg, Orschwiller, Sélestat-Erstein, Bas-Rhin, Grand Est, France métropolitaine, 67600, France",48.6359541,7.34429620253195,2023-02-13 06:00:00,24.43,24.26,7.63,chateau du haut koenigsbourg,L'éclos des vignes - Appartements haut de gamme avec Spa,https://www.booking.com/hotel/fr/gite-les-amandiers.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4AvT8i50GwAIB0gIkZTU4MzUzNzEtOTg5YS00YjMxLWFmMzMtODI3OTdhMWJlYjhh2AIG4AIB&sid=1449f56c2ce827c6db3a5c751b61e5c2&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=db5c58fb87ff006b&srepoch=1671626360&from=searchresults#hotelTmpl,8.6,"Located in Bergheim in the Alsace Region, 14 km from Colmar, Gîte Les Amandiers boasts a barbecue and views of the garden. Freiburg im Breisgau is 43 km from the property. ","48.20646645,7.35700397"
247,247,"Château du Haut-Kœnigsbourg, Chemin fermé suite  à travaux, Château du Haut-Kœnigsbourg, Orschwiller, Sélestat-Erstein, Bas-Rhin, Grand Est, France métropolitaine, 67600, France",48.6359541,7.34429620253195,2023-02-13 06:00:00,24.43,24.26,7.63,chateau du haut koenigsbourg,Sollaris Appartements 3P 1ère étage à 11km d'Europa-Park,https://www.booking.com/hotel/fr/sollaris-appartements-3p-1ere-etage-a-11km-d-39-europa-park.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4AvT8i50GwAIB0gIkZTU4MzUzNzEtOTg5YS00YjMxLWFmMzMtODI3OTdhMWJlYjhh2AIG4AIB&sid=1449f56c2ce827c6db3a5c751b61e5c2&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=db5c58fb87ff006b&srepoch=1671626360&from=searchresults#hotelTmpl,9.6,Managed by a private host,"48.30926851,7.67154876"
248,248,"Château du Haut-Kœnigsbourg, Chemin fermé suite  à travaux, Château du Haut-Kœnigsbourg, Orschwiller, Sélestat-Erstein, Bas-Rhin, Grand Est, France métropolitaine, 67600, France",48.6359541,7.34429620253195,2023-02-13 06:00:00,24.43,24.26,7.63,chateau du haut koenigsbourg,Le Manhattan Spa privatif - LE CLÔT COUVERT,https://www.booking.com/hotel/fr/le-clot-couvert.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4AvT8i50GwAIB0gIkZTU4MzUzNzEtOTg5YS00YjMxLWFmMzMtODI3OTdhMWJlYjhh2AIG4AIB&sid=1449f56c2ce827c6db3a5c751b61e5c2&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=db5c58fb87ff006b&srepoch=1671626360&from=searchresults#hotelTmpl,9.4,Managed by a private host,"48.11635191,7.54119427"
249,249,"Château du Haut-Kœnigsbourg, Chemin fermé suite  à travaux, Château du Haut-Kœnigsbourg, Orschwiller, Sélestat-Erstein, Bas-Rhin, Grand Est, France métropolitaine, 67600, France",48.6359541,7.34429620253195,2023-02-13 06:00:00,24.43,24.26,7.63,chateau du haut koenigsbourg,LA TOUR des fées,https://www.booking.com/hotel/fr/la-tour-des-fees-mittelbergheim.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4AvT8i50GwAIB0gIkZTU4MzUzNzEtOTg5YS00YjMxLWFmMzMtODI3OTdhMWJlYjhh2AIG4AIB&sid=1449f56c2ce827c6db3a5c751b61e5c2&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=db5c58fb87ff006b&srepoch=1671626360&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,9.5,"Set 23 km from Würth Museum, LA TOUR des fées offers accommodation with a bar, a garden and room service for your convenience. Complimentary WiFi is offered. ","48.39372000,7.43975900"
250,250,"Colmar, Colmar-Ribeauvillé, Haut-Rhin, Grand Est, France métropolitaine, 68000, France",48.6359541,7.3579641,2023-02-13 06:00:00,24.38,24.18,7.65,colmar,Odalys City Colmar La Rose d'Argent,https://www.booking.com/hotel/fr/appart-39-odalys-la-rose-d-39-argent.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4AvT8i50GwAIB0gIkZTU4MzUzNzEtOTg5YS00YjMxLWFmMzMtODI3OTdhMWJlYjhh2AIG4AIB&sid=1449f56c2ce827c6db3a5c751b61e5c2&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=ee9058fb1a9400fe&srepoch=1671626360&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,7.8,"Located in Colmar, just 1.6 km from the train station, Odalys City Colmar La Rose d'Argent offers a fitness room and swimming pool with counter-current and massage jets. ","48.07891558,7.36514839"
251,251,"Colmar, Colmar-Ribeauvillé, Haut-Rhin, Grand Est, France métropolitaine, 68000, France",48.6359541,7.3579641,2023-02-13 06:00:00,24.38,24.18,7.65,colmar,Gite hyper centre 10 pers,https://www.booking.com/hotel/fr/gite-reseit-hyper-centre-2-garages.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4AvT8i50GwAIB0gIkZTU4MzUzNzEtOTg5YS00YjMxLWFmMzMtODI3OTdhMWJlYjhh2AIG4AIB&sid=1449f56c2ce827c6db3a5c751b61e5c2&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=ee9058fb1a9400fe&srepoch=1671626360&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,8.9,Managed by a private host,"48.07881198,7.35755224"
252,252,"Colmar, Colmar-Ribeauvillé, Haut-Rhin, Grand Est, France métropolitaine, 68000, France",48.6359541,7.3579641,2023-02-13 06:00:00,24.38,24.18,7.65,colmar,Les Suites Du Cygne,https://www.booking.com/hotel/fr/les-suites-du-cygne.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4AvT8i50GwAIB0gIkZTU4MzUzNzEtOTg5YS00YjMxLWFmMzMtODI3OTdhMWJlYjhh2AIG4AIB&sid=1449f56c2ce827c6db3a5c751b61e5c2&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=ee9058fb1a9400fe&srepoch=1671626360&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,9.1,"Situated in Colmar, a few steps from House of the Heads and 200 metres from the centre, Les Suites Du Cygne features air-conditioned accommodation with free WiFi, and a shared lounge. ","48.07818800,7.35500800"
253,253,"Colmar, Colmar-Ribeauvillé, Haut-Rhin, Grand Est, France métropolitaine, 68000, France",48.6359541,7.3579641,2023-02-13 06:00:00,24.38,24.18,7.65,colmar,L APART 155m2 city center 2br 2bth up to 8 guests,https://www.booking.com/hotel/fr/l-apart-colmar-x8p-loft.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4AvT8i50GwAIB0gIkZTU4MzUzNzEtOTg5YS00YjMxLWFmMzMtODI3OTdhMWJlYjhh2AIG4AIB&sid=1449f56c2ce827c6db3a5c751b61e5c2&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=ee9058fb1a9400fe&srepoch=1671626360&from=searchresults#hotelTmpl,8.6,"Offering free WiFi and city views, L APART 155m2 city center 2br 2bth up to 8 guests is an accommodation located in the centre of Colmar, just 300 metres from House of the Heads and 1.1 km from Colmar...","48.07633790,7.35797100"
254,254,"Colmar, Colmar-Ribeauvillé, Haut-Rhin, Grand Est, France métropolitaine, 68000, France",48.6359541,7.3579641,2023-02-13 06:00:00,24.38,24.18,7.65,colmar,Ibis Colmar Est - Hotel Restaurant en Alsace,https://www.booking.com/hotel/fr/ibis-colmar-horbourg-wihr.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4AvT8i50GwAIB0gIkZTU4MzUzNzEtOTg5YS00YjMxLWFmMzMtODI3OTdhMWJlYjhh2AIG4AIB&sid=1449f56c2ce827c6db3a5c751b61e5c2&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=ee9058fb1a9400fe&srepoch=1671626360&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,7.4,"The ibis Colmar East is located 5 km from the Alsace Wine Trail and 10 km from Kaysersberg, Riquewihr and Eguisheim. Wi-Fi is free of charge in the entire property. ","48.07790332,7.40279764"
255,255,"Colmar, Colmar-Ribeauvillé, Haut-Rhin, Grand Est, France métropolitaine, 68000, France",48.6359541,7.3579641,2023-02-13 06:00:00,24.38,24.18,7.65,colmar,Hotel L'Europe,https://www.booking.com/hotel/fr/l-europe.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4AvT8i50GwAIB0gIkZTU4MzUzNzEtOTg5YS00YjMxLWFmMzMtODI3OTdhMWJlYjhh2AIG4AIB&sid=1449f56c2ce827c6db3a5c751b61e5c2&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=ee9058fb1a9400fe&srepoch=1671626360&from=searchresults#hotelTmpl,8.1,"Located in the Alsace region, Hotel L’Europe is just 4 kilometres from Colmar town centre. Hotel L'Europe offers air-conditioned rooms with free Wi-Fi and a flat-screen TV with international channels....","48.07720622,7.40387186"
256,256,"Colmar, Colmar-Ribeauvillé, Haut-Rhin, Grand Est, France métropolitaine, 68000, France",48.6359541,7.3579641,2023-02-13 06:00:00,24.38,24.18,7.65,colmar,Hôtel Roi Soleil Colmar,https://www.booking.com/hotel/fr/roi-soleil.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4AvT8i50GwAIB0gIkZTU4MzUzNzEtOTg5YS00YjMxLWFmMzMtODI3OTdhMWJlYjhh2AIG4AIB&sid=1449f56c2ce827c6db3a5c751b61e5c2&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=ee9058fb1a9400fe&srepoch=1671626360&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,7.8,"This hotel is located in the North of Colmar, 5 km from the city centre. It offers air conditioning, free WiFi access and an all-you-can-eat buffet breakfast. ","48.11247800,7.36766875"
257,257,"Colmar, Colmar-Ribeauvillé, Haut-Rhin, Grand Est, France métropolitaine, 68000, France",48.6359541,7.3579641,2023-02-13 06:00:00,24.38,24.18,7.65,colmar,Grand Hôtel Bristol,https://www.booking.com/hotel/fr/grandhotelbristol.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4AvT8i50GwAIB0gIkZTU4MzUzNzEtOTg5YS00YjMxLWFmMzMtODI3OTdhMWJlYjhh2AIG4AIB&sid=1449f56c2ce827c6db3a5c751b61e5c2&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=ee9058fb1a9400fe&srepoch=1671626360&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,7.9,"Grand Hôtel Bristol is located in Colmar, facing the historical TGV train station. It offers a fitness and spa centre with sauna, hammam and massage treatments. ","48.07245883,7.34755754"
258,258,"Colmar, Colmar-Ribeauvillé, Haut-Rhin, Grand Est, France métropolitaine, 68000, France",48.6359541,7.3579641,2023-02-13 06:00:00,24.38,24.18,7.65,colmar,Gîte Saint Josse 3 chambres,https://www.booking.com/hotel/fr/gite-saint-josse-3-chambres.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4AvT8i50GwAIB0gIkZTU4MzUzNzEtOTg5YS00YjMxLWFmMzMtODI3OTdhMWJlYjhh2AIG4AIB&sid=1449f56c2ce827c6db3a5c751b61e5c2&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=ee9058fb1a9400fe&srepoch=1671626360&from=searchresults#hotelTmpl,7.2,Managed by a private host,"48.07494410,7.36468990"
259,259,"Colmar, Colmar-Ribeauvillé, Haut-Rhin, Grand Est, France métropolitaine, 68000, France",48.6359541,7.3579641,2023-02-13 06:00:00,24.38,24.18,7.65,colmar,Hotel Arc-En-Ciel Colmar Contact Hotel,https://www.booking.com/hotel/fr/arc-en-ciel-hexagone.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4AvT8i50GwAIB0gIkZTU4MzUzNzEtOTg5YS00YjMxLWFmMzMtODI3OTdhMWJlYjhh2AIG4AIB&sid=1449f56c2ce827c6db3a5c751b61e5c2&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=ee9058fb1a9400fe&srepoch=1671626360&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,8.0,Hotel Arc-En-Ciel Colmar Contact Hotel is situated in a verdant setting just 1 km from the city centre of Colmar and its historical sites and attractions. ,"48.08745399,7.36068696"
260,260,"Colmar, Colmar-Ribeauvillé, Haut-Rhin, Grand Est, France métropolitaine, 68000, France",48.6359541,7.3579641,2023-02-13 06:00:00,24.38,24.18,7.65,colmar,Hotel Saint-Martin,https://www.booking.com/hotel/fr/hotelsaintmartin.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4AvT8i50GwAIB0gIkZTU4MzUzNzEtOTg5YS00YjMxLWFmMzMtODI3OTdhMWJlYjhh2AIG4AIB&sid=1449f56c2ce827c6db3a5c751b61e5c2&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=ee9058fb1a9400fe&srepoch=1671626360&from=searchresults#hotelTmpl,8.2,"Located in the heart of Colmar’s Old Town, close to the Petite Venise district and the famous Rue des Marchands, Saint-Martin offers rooms decorated in traditional Alsatian style. ","48.07641681,7.35935189"
261,261,"Colmar, Colmar-Ribeauvillé, Haut-Rhin, Grand Est, France métropolitaine, 68000, France",48.6359541,7.3579641,2023-02-13 06:00:00,24.38,24.18,7.65,colmar,Comfort Hotel Expo Colmar,https://www.booking.com/hotel/fr/comfort-expo-colmar.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4AvT8i50GwAIB0gIkZTU4MzUzNzEtOTg5YS00YjMxLWFmMzMtODI3OTdhMWJlYjhh2AIG4AIB&sid=1449f56c2ce827c6db3a5c751b61e5c2&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=ee9058fb1a9400fe&srepoch=1671626360&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,8.6,"Comfort Hotel Expo Colmar is 4 km from the centre of Colmar and 2 km from the A35 motorway. This hotel offers a 24-hour front desk, a terrace and free WiFi access. ","48.09965719,7.36240150"
262,262,"Colmar, Colmar-Ribeauvillé, Haut-Rhin, Grand Est, France métropolitaine, 68000, France",48.6359541,7.3579641,2023-02-13 06:00:00,24.38,24.18,7.65,colmar,NOUVEAU - Le Chill & Chic - Terrasse - Parking - 6 Pers,https://www.booking.com/hotel/fr/le-chill-chic.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4AvT8i50GwAIB0gIkZTU4MzUzNzEtOTg5YS00YjMxLWFmMzMtODI3OTdhMWJlYjhh2AIG4AIB&sid=1449f56c2ce827c6db3a5c751b61e5c2&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=ee9058fb1a9400fe&srepoch=1671626360&from=searchresults#hotelTmpl,8.2,"Offering free WiFi and free private parking, NOUVEAU - Le Chill & Chic - Terrasse - Parking - 6 Pers is set in Colmar, within just 1.3 km of Saint-Martin Collegiate Church. ","48.08698537,7.36264843"
263,263,"Colmar, Colmar-Ribeauvillé, Haut-Rhin, Grand Est, France métropolitaine, 68000, France",48.6359541,7.3579641,2023-02-13 06:00:00,24.38,24.18,7.65,colmar,Appartement Place de la Cath' avec parking,https://www.booking.com/hotel/fr/place-de-la-cath.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4AvT8i50GwAIB0gIkZTU4MzUzNzEtOTg5YS00YjMxLWFmMzMtODI3OTdhMWJlYjhh2AIG4AIB&sid=1449f56c2ce827c6db3a5c751b61e5c2&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=ee9058fb1a9400fe&srepoch=1671626360&from=searchresults#hotelTmpl,8.7,"Appartement Place de la Cath' avec parking in Colmar provides accommodation with free WiFi, 200 metres from Saint-Martin Collegiate Church, 300 metres from House of the Heads and 1.3 km from Colmar...","48.07782290,7.35911580"
264,264,"Colmar, Colmar-Ribeauvillé, Haut-Rhin, Grand Est, France métropolitaine, 68000, France",48.6359541,7.3579641,2023-02-13 06:00:00,24.38,24.18,7.65,colmar,Le rohan sawadee,https://www.booking.com/hotel/fr/le-rohan-sawadee.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQm4AQrIAQXYAQHoAQH4AQuIAgGoAgO4AvT8i50GwAIB0gIkZTU4MzUzNzEtOTg5YS00YjMxLWFmMzMtODI3OTdhMWJlYjhh2AIG4AIB&sid=1449f56c2ce827c6db3a5c751b61e5c2&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=ee9058fb1a9400fe&srepoch=1671626360&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,9.5,Managed by a private host,"48.07755989,7.35481474"
